
Mo,Zo,Age,Mass,logL,logTe
  3.00,0.020, 3.527922e+08,  3.0000, 2.277, 3.965
  3.00,0.020, 3.533816e+08,  3.0000, 2.276, 3.911
  3.00,0.020, 3.538908e+08,  3.0000, 2.246, 3.859
  3.00,0.020, 3.542545e+08,  3.0000, 2.197, 3.803
  3.00,0.020, 3.545455e+08,  3.0000, 2.123, 3.753
  3.00,0.020, 3.550183e+08,  3.0000, 1.951, 3.700
  3.00,0.020, 3.573095e+08,  2.9986, 2.734, 3.621
  3.00,0.020, 3.597702e+08,  2.9959, 2.498, 3.640
  3.00,0.020, 3.634573e+08,  2.9948, 2.148, 3.673
  3.00,0.020, 3.668804e+08,  2.9943, 2.082, 3.683
  3.00,0.020, 3.699354e+08,  2.9939, 2.090, 3.682
  3.00,0.020, 3.728236e+08,  2.9935, 2.095, 3.682
  3.00,0.020, 3.759347e+08,  2.9931, 2.101, 3.682
  3.00,0.020, 3.795147e+08,  2.9926, 2.108, 3.682
  3.00,0.020, 3.823453e+08,  2.9922, 2.113, 3.682
  3.00,0.020, 3.851761e+08,  2.9918, 2.119, 3.682
  3.00,0.020, 3.888628e+08,  2.9913, 2.126, 3.682
  3.00,0.020, 3.928754e+08,  2.9907, 2.135, 3.682
  3.00,0.020, 3.972769e+08,  2.9900, 2.144, 3.682
  3.00,0.020, 4.036784e+08,  2.9889, 2.159, 3.681
  3.00,0.020, 4.077015e+08,  2.9883, 2.169, 3.681
  3.00,0.020, 4.141917e+08,  2.9871, 2.183, 3.680
  3.00,0.020, 4.168802e+08,  2.9866, 2.190, 3.679
  3.00,0.020, 4.205022e+08,  2.9859, 2.200, 3.678
  3.00,0.020, 4.264911e+08,  2.9847, 2.218, 3.676
  3.00,0.020, 4.288858e+08,  2.9842, 2.237, 3.672
  3.00,0.020, 4.300508e+08,  2.9839, 2.256, 3.669
  3.00,0.020, 4.326712e+08,  2.9832, 2.296, 3.665
  3.00,0.020, 4.334317e+08,  2.9830, 2.449, 3.648
  3.00,0.020, 4.364170e+08,  2.9811, 2.593, 3.637
  3.00,0.020, 4.373983e+08,  2.9798, 2.739, 3.623
  3.00,0.020, 4.381604e+08,  2.9781, 2.898, 3.611
  3.00,0.020, 4.386903e+08,  2.9759, 3.048, 3.596
  3.00,0.020, 4.391540e+08,  2.9724, 3.200, 3.584
  3.00,0.020, 4.395527e+08,  2.9669, 3.366, 3.566
  3.00,0.020, 4.398805e+08,  2.9585, 3.506, 3.551
  3.00,0.020, 4.405361e+08,  2.9292, 3.678, 3.537
  2.50,0.020, 6.999867e+06,  2.5000, 1.600, 4.031
  2.50,0.020, 9.339422e+07,  2.5000, 1.625, 4.023
  2.50,0.020, 1.963271e+08,  2.5000, 1.662, 4.012
  2.50,0.020, 2.849251e+08,  2.5000, 1.698, 4.000
  2.50,0.020, 3.611323e+08,  2.5000, 1.731, 3.985
  2.50,0.020, 4.250641e+08,  2.5000, 1.759, 3.968
  2.50,0.020, 4.794569e+08,  2.5000, 1.782, 3.947
  2.50,0.020, 5.150493e+08,  2.5000, 1.794, 3.929
  2.50,0.020, 5.451105e+08,  2.5000, 1.803, 3.910
  2.50,0.020, 5.624966e+08,  2.5000, 1.810, 3.898
  2.50,0.020, 5.743374e+08,  2.5000, 1.821, 3.894
  2.50,0.020, 5.835508e+08,  2.5000, 1.874, 3.920
  2.50,0.020, 5.849155e+08,  2.5000, 1.924, 3.955
  2.50,0.020, 5.849992e+08,  2.5000, 1.893, 3.941
  2.50,0.020, 5.853134e+08,  2.5000, 1.931, 3.915
  2.50,0.020, 5.861653e+08,  2.5000, 1.934, 3.873
  2.50,0.020, 5.870902e+08,  2.5000, 1.911, 3.831
  2.50,0.020, 5.878150e+08,  2.5000, 1.872, 3.790
  2.50,0.020, 5.887296e+08,  2.5000, 1.769, 3.749
  2.50,0.020, 5.897857e+08,  2.5000, 1.609, 3.708
  2.50,0.020, 5.954755e+08,  2.4982, 2.506, 3.628
  2.50,0.020, 6.001681e+08,  2.4968, 1.943, 3.673
  2.50,0.020, 6.073559e+08,  2.4963, 1.789, 3.689
  2.50,0.020, 6.148563e+08,  2.4959, 1.797, 3.689
  2.50,0.020, 6.222330e+08,  2.4955, 1.804, 3.689
  2.50,0.020, 6.289295e+08,  2.4951, 1.810, 3.689
  2.50,0.020, 6.367231e+08,  2.4947, 1.818, 3.689
  2.50,0.020, 6.426801e+08,  2.4943, 1.824, 3.689
  2.50,0.020, 6.505904e+08,  2.4938, 1.833, 3.688
  2.50,0.020, 6.562712e+08,  2.4934, 1.839, 3.688
  2.50,0.020, 6.623178e+08,  2.4931, 1.846, 3.688
  2.50,0.020, 6.728849e+08,  2.4923, 1.858, 3.688
  2.50,0.020, 6.828129e+08,  2.4916, 1.871, 3.687
  2.50,0.020, 6.912188e+08,  2.4910, 1.883, 3.687
  2.50,0.020, 6.994197e+08,  2.4904, 1.893, 3.686
  2.50,0.020, 7.044620e+08,  2.4900, 1.901, 3.686
  2.50,0.020, 7.102350e+08,  2.4895, 1.910, 3.685
  2.50,0.020, 7.165659e+08,  2.4890, 1.923, 3.684
  2.50,0.020, 7.243000e+08,  2.4883, 1.941, 3.682
  2.50,0.020, 7.311930e+08,  2.4876, 1.973, 3.679
  2.50,0.020, 7.371771e+08,  2.4869, 2.006, 3.675
  2.50,0.020, 7.395622e+08,  2.4866, 2.059, 3.670
  2.50,0.020, 7.407173e+08,  2.4864, 2.243, 3.653
  2.50,0.020, 7.408218e+08,  2.4864, 2.318, 3.646
  2.50,0.020, 7.469167e+08,  2.4839, 2.414, 3.639
  2.50,0.020, 7.476261e+08,  2.4834, 2.496, 3.632
  2.50,0.020, 7.496778e+08,  2.4813, 2.587, 3.622
  2.50,0.020, 7.551491e+08,  2.4734, 2.680, 3.617
  2.50,0.020, 7.566017e+08,  2.4708, 2.776, 3.610
  2.50,0.020, 7.568741e+08,  2.4700, 2.872, 3.600
  2.50,0.020, 7.570557e+08,  2.4692, 2.955, 3.594
  2.00,0.020, 1.099979e+07,  2.0000, 1.209, 3.958
  2.00,0.020, 1.704892e+08,  2.0000, 1.233, 3.953
  2.00,0.020, 3.681546e+08,  2.0000, 1.268, 3.942
  2.00,0.020, 5.366150e+08,  2.0000, 1.301, 3.929
  2.00,0.020, 6.778310e+08,  2.0000, 1.329, 3.914
  2.00,0.020, 8.010349e+08,  2.0000, 1.353, 3.897
  2.00,0.020, 9.049476e+08,  2.0000, 1.369, 3.875
  2.00,0.020, 9.725983e+08,  2.0000, 1.377, 3.857
  2.00,0.020, 1.034287e+09,  2.0000, 1.382, 3.837
  2.00,0.020, 1.070372e+09,  2.0000, 1.386, 3.827
  2.00,0.020, 1.094077e+09,  2.0000, 1.398, 3.824
  2.00,0.020, 1.113800e+09,  2.0000, 1.464, 3.853
  2.00,0.020, 1.115943e+09,  2.0000, 1.508, 3.882
  2.00,0.020, 1.116108e+09,  2.0000, 1.485, 3.870
  2.00,0.020, 1.116510e+09,  2.0000, 1.513, 3.853
  2.00,0.020, 1.117740e+09,  2.0000, 1.522, 3.824
  2.00,0.020, 1.120095e+09,  2.0000, 1.506, 3.795
  2.00,0.020, 1.123718e+09,  2.0000, 1.446, 3.765
  2.00,0.020, 1.126564e+09,  2.0000, 1.321, 3.736
  2.00,0.020, 1.129124e+09,  2.0000, 1.233, 3.709
  2.00,0.020, 1.148104e+09,  1.9972, 2.322, 3.627
  2.00,0.020, 1.160959e+09,  1.9958, 1.599, 3.681
  2.00,0.020, 1.179285e+09,  1.9951, 1.600, 3.682
  2.00,0.020, 1.195420e+09,  1.9945, 1.603, 3.682
  2.00,0.020, 1.210853e+09,  1.9939, 1.608, 3.683
  2.00,0.020, 1.226484e+09,  1.9934, 1.615, 3.683
  2.00,0.020, 1.237990e+09,  1.9929, 1.621, 3.683
  2.00,0.020, 1.252102e+09,  1.9924, 1.628, 3.683
  2.00,0.020, 1.262956e+09,  1.9919, 1.635, 3.683
  2.00,0.020, 1.274967e+09,  1.9914, 1.641, 3.683
  2.00,0.020, 1.284765e+09,  1.9910, 1.648, 3.683
  2.00,0.020, 1.300975e+09,  1.9903, 1.659, 3.683
  2.00,0.020, 1.316080e+09,  1.9896, 1.669, 3.683
  2.00,0.020, 1.331786e+09,  1.9889, 1.682, 3.683
  2.00,0.020, 1.340253e+09,  1.9885, 1.687, 3.683
  2.00,0.020, 1.349271e+09,  1.9880, 1.696, 3.683
  2.00,0.020, 1.355639e+09,  1.9877, 1.702, 3.682
  2.00,0.020, 1.364689e+09,  1.9872, 1.717, 3.682
  2.00,0.020, 1.374018e+09,  1.9867, 1.737, 3.680
  2.00,0.020, 1.379940e+09,  1.9863, 1.771, 3.678
  2.00,0.020, 1.383546e+09,  1.9861, 1.801, 3.675
  2.00,0.020, 1.391216e+09,  1.9855, 1.874, 3.669
  2.00,0.020, 1.392945e+09,  1.9853, 2.085, 3.651
  2.00,0.020, 1.394915e+09,  1.9847, 2.184, 3.642
  2.00,0.020, 1.396245e+09,  1.9842, 2.281, 3.635
  2.00,0.020, 1.405395e+09,  1.9794, 2.389, 3.626
  2.00,0.020, 1.407550e+09,  1.9775, 2.483, 3.619
  2.00,0.020, 1.409345e+09,  1.9751, 2.591, 3.611
  2.00,0.020, 1.410180e+09,  1.9736, 2.689, 3.603
  2.00,0.020, 1.410792e+09,  1.9718, 2.800, 3.593
  2.00,0.020, 1.411247e+09,  1.9699, 2.891, 3.586
  1.70,0.020, 1.299975e+07,  1.7000, 0.916, 3.901
  1.70,0.020, 2.815182e+08,  1.7000, 0.943, 3.897
  1.70,0.020, 5.999244e+08,  1.7000, 0.978, 3.889
  1.70,0.020, 8.751009e+08,  1.7000, 1.008, 3.877
  1.70,0.020, 1.111406e+09,  1.7000, 1.035, 3.863
  1.70,0.020, 1.309710e+09,  1.7000, 1.055, 3.846
  1.70,0.020, 1.480683e+09,  1.7000, 1.069, 3.828
  1.70,0.020, 1.590971e+09,  1.7000, 1.074, 3.816
  1.70,0.020, 1.689400e+09,  1.7000, 1.077, 3.805
  1.70,0.020, 1.749171e+09,  1.7000, 1.080, 3.799
  1.70,0.020, 1.790409e+09,  1.7000, 1.089, 3.796
  1.70,0.020, 1.821336e+09,  1.7000, 1.140, 3.807
  1.70,0.020, 1.827311e+09,  1.7000, 1.196, 3.828
  1.70,0.020, 1.827500e+09,  1.7000, 1.190, 3.823
  1.70,0.020, 1.828530e+09,  1.7000, 1.218, 3.809
  1.70,0.020, 1.833547e+09,  1.7000, 1.216, 3.788
  1.70,0.020, 1.842650e+09,  1.7000, 1.177, 3.767
  1.70,0.020, 1.847878e+09,  1.7000, 1.123, 3.750
  1.70,0.020, 1.852779e+09,  1.7000, 1.040, 3.733
  1.70,0.020, 1.858105e+09,  1.7000, 0.989, 3.716
  1.70,0.020, 1.863372e+09,  1.7000, 1.045, 3.704
  1.70,0.020, 1.866685e+09,  1.6999, 1.113, 3.700
  1.70,0.020, 1.868949e+09,  1.6999, 1.162, 3.697
  1.70,0.020, 1.872168e+09,  1.6999, 1.233, 3.690
  1.70,0.020, 1.874173e+09,  1.6999, 1.280, 3.687
  1.70,0.020, 1.877046e+09,  1.6998, 1.348, 3.683
  1.70,0.020, 1.879471e+09,  1.6998, 1.403, 3.680
  1.70,0.020, 1.882705e+09,  1.6997, 1.476, 3.676
  1.70,0.020, 1.885131e+09,  1.6996, 1.533, 3.673
  1.70,0.020, 1.887556e+09,  1.6995, 1.589, 3.669
  1.70,0.020, 1.889981e+09,  1.6994, 1.642, 3.666
  1.70,0.020, 1.892407e+09,  1.6992, 1.702, 3.662
  1.70,0.020, 1.894832e+09,  1.6991, 1.759, 3.658
  1.70,0.020, 1.898066e+09,  1.6987, 1.838, 3.653
  1.70,0.020, 1.899683e+09,  1.6985, 1.887, 3.648
  1.70,0.020, 1.902108e+09,  1.6982, 1.949, 3.644
  1.70,0.020, 1.904663e+09,  1.6977, 2.009, 3.639
  1.70,0.020, 1.918893e+09,  1.6953, 2.071, 3.636
  1.70,0.020, 1.920706e+09,  1.6948, 2.129, 3.631
  1.70,0.020, 1.923901e+09,  1.6939, 2.189, 3.627
  1.70,0.020, 1.925571e+09,  1.6931, 2.250, 3.622
  1.70,0.020, 1.927116e+09,  1.6922, 2.311, 3.618
  1.70,0.020, 1.928565e+09,  1.6911, 2.373, 3.615
  1.70,0.020, 1.929907e+09,  1.6898, 2.436, 3.611
  1.70,0.020, 1.931078e+09,  1.6884, 2.498, 3.607
  1.70,0.020, 1.932176e+09,  1.6868, 2.559, 3.601
  1.70,0.020, 1.933148e+09,  1.6849, 2.620, 3.595
  1.70,0.020, 1.934078e+09,  1.6826, 2.682, 3.591
  1.70,0.020, 1.934907e+09,  1.6800, 2.744, 3.586
  1.70,0.020, 1.935678e+09,  1.6770, 2.806, 3.580
  1.70,0.020, 1.936372e+09,  1.6735, 2.868, 3.573
  1.50,0.020, 4.190920e+07,  1.5000, 0.676, 3.852
  1.50,0.020, 4.125699e+08,  1.5000, 0.710, 3.853
  1.50,0.020, 8.807247e+08,  1.5000, 0.747, 3.849
  1.50,0.020, 1.287896e+09,  1.5000, 0.780, 3.841
  1.50,0.020, 1.628582e+09,  1.5000, 0.805, 3.832
  1.50,0.020, 1.921432e+09,  1.5000, 0.825, 3.821
  1.50,0.020, 2.176776e+09,  1.5000, 0.837, 3.809
  1.50,0.020, 2.312043e+09,  1.5000, 0.841, 3.801
  1.50,0.020, 2.418109e+09,  1.5000, 0.843, 3.795
  1.50,0.020, 2.559495e+09,  1.5000, 0.844, 3.787
  1.50,0.020, 2.632521e+09,  1.5000, 0.855, 3.784
  1.50,0.020, 2.690390e+09,  1.5000, 1.006, 3.811
  1.50,0.020, 2.694651e+09,  1.5000, 0.991, 3.792
  1.50,0.020, 2.699521e+09,  1.5000, 0.991, 3.783
  1.50,0.020, 2.704576e+09,  1.5000, 0.987, 3.778
  1.50,0.020, 2.709630e+09,  1.5000, 0.983, 3.774
  1.50,0.020, 2.720224e+09,  1.5000, 0.969, 3.766
  1.50,0.020, 2.727502e+09,  1.5000, 0.948, 3.758
  1.50,0.020, 2.737691e+09,  1.5000, 0.899, 3.744
  1.50,0.020, 2.747415e+09,  1.5000, 0.835, 3.730
  1.50,0.020, 2.756731e+09,  1.5000, 0.807, 3.715
  1.50,0.020, 2.769774e+09,  1.5000, 0.876, 3.701
  1.50,0.020, 2.783450e+09,  1.4999, 1.008, 3.695
  1.50,0.020, 2.791499e+09,  1.4999, 1.085, 3.690
  1.50,0.020, 2.799548e+09,  1.4998, 1.164, 3.685
  1.50,0.020, 2.806256e+09,  1.4997, 1.228, 3.682
  1.50,0.020, 2.815512e+09,  1.4996, 1.308, 3.678
  1.50,0.020, 2.824581e+09,  1.4994, 1.388, 3.673
  1.50,0.020, 2.831382e+09,  1.4992, 1.461, 3.668
  1.50,0.020, 2.839318e+09,  1.4989, 1.526, 3.665
  1.50,0.020, 2.847253e+09,  1.4985, 1.598, 3.661
  1.50,0.020, 2.858166e+09,  1.4979, 1.675, 3.656
  1.50,0.020, 2.874027e+09,  1.4966, 1.754, 3.650
  1.50,0.020, 2.878416e+09,  1.4962, 1.823, 3.646
  1.50,0.020, 2.882785e+09,  1.4955, 1.899, 3.641
  1.50,0.020, 2.886492e+09,  1.4948, 1.971, 3.636
  1.50,0.020, 2.889941e+09,  1.4940, 2.046, 3.629
  1.50,0.020, 2.892993e+09,  1.4930, 2.122, 3.624
  1.50,0.020, 2.895558e+09,  1.4918, 2.196, 3.619
  1.50,0.020, 2.897772e+09,  1.4905, 2.270, 3.614
  1.50,0.020, 2.899764e+09,  1.4890, 2.345, 3.610
  1.50,0.020, 2.901524e+09,  1.4872, 2.419, 3.605
  1.50,0.020, 2.903126e+09,  1.4850, 2.496, 3.597
  1.50,0.020, 2.904494e+09,  1.4825, 2.568, 3.592
  1.50,0.020, 2.905728e+09,  1.4795, 2.643, 3.586
  1.50,0.020, 2.906782e+09,  1.4761, 2.717, 3.580
  1.50,0.020, 2.907811e+09,  1.4717, 2.792, 3.572
  1.50,0.020, 2.908676e+09,  1.4667, 2.867, 3.565
  1.50,0.020, 2.909437e+09,  1.4608, 2.941, 3.558
  1.50,0.020, 2.910137e+09,  1.4535, 3.016, 3.550
  1.50,0.020, 2.910760e+09,  1.4447, 3.090, 3.543
  1.25,0.020, 3.519574e+07,  1.2500, 0.317, 3.805
  1.25,0.020, 7.282954e+08,  1.2500, 0.352, 3.807
  1.25,0.020, 1.560114e+09,  1.2500, 0.395, 3.808
  1.25,0.020, 2.320303e+09,  1.2500, 0.434, 3.805
  1.25,0.020, 2.956644e+09,  1.2500, 0.466, 3.802
  1.25,0.020, 3.499929e+09,  1.2500, 0.488, 3.795
  1.25,0.020, 3.967915e+09,  1.2500, 0.502, 3.786
  1.25,0.020, 4.276499e+09,  1.2500, 0.507, 3.778
  1.25,0.020, 4.542068e+09,  1.2500, 0.509, 3.770
  1.25,0.020, 4.703200e+09,  1.2500, 0.512, 3.766
  1.25,0.020, 4.899956e+09,  1.2500, 0.589, 3.777
  1.25,0.020, 4.910112e+09,  1.2500, 0.677, 3.789
  1.25,0.020, 4.912630e+09,  1.2500, 0.656, 3.783
  1.25,0.020, 4.933828e+09,  1.2500, 0.671, 3.772
  1.25,0.020, 4.995895e+09,  1.2500, 0.670, 3.763
  1.25,0.020, 5.034262e+09,  1.2500, 0.652, 3.752
  1.25,0.020, 5.069138e+09,  1.2500, 0.615, 3.738
  1.25,0.020, 5.096016e+09,  1.2500, 0.582, 3.725
  1.25,0.020, 5.114831e+09,  1.2500, 0.569, 3.717
  1.25,0.020, 5.142247e+09,  1.2500, 0.574, 3.708
  1.25,0.020, 5.189724e+09,  1.2499, 0.622, 3.700
  1.25,0.020, 5.244317e+09,  1.2498, 0.702, 3.695
  1.25,0.020, 5.289523e+09,  1.2496, 0.775, 3.692
  1.25,0.020, 5.332260e+09,  1.2495, 0.855, 3.689
  1.25,0.020, 5.368894e+09,  1.2493, 0.934, 3.685
  1.25,0.020, 5.398804e+09,  1.2491, 1.010, 3.682
  1.25,0.020, 5.424443e+09,  1.2489, 1.088, 3.679
  1.25,0.020, 5.446448e+09,  1.2486, 1.167, 3.675
  1.25,0.020, 5.465434e+09,  1.2483, 1.246, 3.671
  1.25,0.020, 5.480972e+09,  1.2480, 1.325, 3.666
  1.25,0.020, 5.494370e+09,  1.2476, 1.403, 3.663
  1.25,0.020, 5.505954e+09,  1.2472, 1.481, 3.659
  1.25,0.020, 5.516193e+09,  1.2467, 1.559, 3.654
  1.25,0.020, 5.527771e+09,  1.2459, 1.637, 3.648
  1.25,0.020, 5.545778e+09,  1.2444, 1.716, 3.642
  1.25,0.020, 5.552133e+09,  1.2437, 1.794, 3.638
  1.25,0.020, 5.557852e+09,  1.2428, 1.874, 3.632
  1.25,0.020, 5.562627e+09,  1.2417, 1.951, 3.627
  1.25,0.020, 5.566764e+09,  1.2405, 2.030, 3.622
  1.25,0.020, 5.570205e+09,  1.2391, 2.108, 3.616
  1.25,0.020, 5.573303e+09,  1.2375, 2.186, 3.611
  1.25,0.020, 5.575976e+09,  1.2356, 2.265, 3.606
  1.25,0.020, 5.578294e+09,  1.2334, 2.343, 3.600
  1.25,0.020, 5.580343e+09,  1.2307, 2.422, 3.592
  1.25,0.020, 5.582073e+09,  1.2277, 2.501, 3.587
  1.25,0.020, 5.583576e+09,  1.2241, 2.578, 3.581
  1.25,0.020, 5.584936e+09,  1.2197, 2.657, 3.573
  1.25,0.020, 5.586119e+09,  1.2145, 2.737, 3.565
  1.25,0.020, 5.587165e+09,  1.2082, 2.814, 3.559
  1.25,0.020, 5.588093e+09,  1.2007, 2.892, 3.551
  1.25,0.020, 5.588919e+09,  1.1914, 2.971, 3.543
  1.25,0.020, 8.337342e+07,  1.2500, 0.325, 3.808
  1.25,0.020, 4.433666e+08,  1.2500, 0.344, 3.809
  1.25,0.020, 9.801064e+08,  1.2500, 0.372, 3.809
  1.25,0.020, 1.456197e+09,  1.2500, 0.397, 3.809
  1.25,0.020, 1.971962e+09,  1.2500, 0.423, 3.807
  1.25,0.020, 2.473710e+09,  1.2500, 0.444, 3.804
  1.25,0.020, 2.923616e+09,  1.2500, 0.459, 3.798
  1.25,0.020, 3.169992e+09,  1.2500, 0.464, 3.794
  1.25,0.020, 3.397409e+09,  1.2500, 0.469, 3.790
  1.25,0.020, 3.531031e+09,  1.2500, 0.476, 3.788
  1.25,0.020, 3.697024e+09,  1.2500, 0.531, 3.795
  1.25,0.020, 3.720894e+09,  1.2500, 0.586, 3.802
  1.25,0.020, 3.948164e+09,  1.2500, 0.607, 3.796
  1.25,0.020, 4.220080e+09,  1.2500, 0.634, 3.789
  1.25,0.020, 4.444732e+09,  1.2500, 0.660, 3.780
  1.25,0.020, 4.554155e+09,  1.2500, 0.670, 3.773
  1.25,0.020, 4.631408e+09,  1.2500, 0.669, 3.765
  1.25,0.020, 4.704864e+09,  1.2500, 0.648, 3.751
  1.25,0.020, 4.754406e+09,  1.2500, 0.612, 3.737
  1.25,0.020, 4.819457e+09,  1.2500, 0.568, 3.717
  1.25,0.020, 4.862018e+09,  1.2500, 0.583, 3.706
  1.25,0.020, 4.913092e+09,  1.2499, 0.632, 3.698
  1.25,0.020, 4.974806e+09,  1.2497, 0.712, 3.693
  1.25,0.020, 5.085466e+09,  1.2494, 0.879, 3.688
  1.25,0.020, 5.134412e+09,  1.2491, 0.966, 3.684
  1.25,0.020, 5.176973e+09,  1.2488, 1.049, 3.681
  1.25,0.020, 5.217406e+09,  1.2483, 1.138, 3.677
  1.25,0.020, 5.251456e+09,  1.2479, 1.218, 3.673
  1.25,0.020, 5.285504e+09,  1.2472, 1.305, 3.669
  1.25,0.020, 5.317426e+09,  1.2464, 1.392, 3.663
  1.25,0.020, 5.347219e+09,  1.2453, 1.478, 3.660
  1.25,0.020, 5.377012e+09,  1.2438, 1.563, 3.654
  1.25,0.020, 5.428618e+09,  1.2402, 1.645, 3.649
  1.25,0.020, 5.444046e+09,  1.2387, 1.731, 3.644
  1.25,0.020, 5.458942e+09,  1.2368, 1.816, 3.637
  1.25,0.020, 5.472775e+09,  1.2343, 1.900, 3.633
  1.25,0.020, 5.486075e+09,  1.2311, 1.983, 3.627
  1.25,0.020, 5.499376e+09,  1.2265, 2.068, 3.619
  1.25,0.020, 5.505228e+09,  1.2238, 2.152, 3.615
  1.25,0.020, 5.510482e+09,  1.2205, 2.237, 3.608
  1.25,0.020, 5.515403e+09,  1.2161, 2.322, 3.600
  1.25,0.020, 5.519992e+09,  1.2104, 2.408, 3.594
  1.25,0.020, 5.524381e+09,  1.2028, 2.493, 3.585
  1.25,0.020, 5.528504e+09,  1.1928, 2.577, 3.579
  1.25,0.020, 5.532560e+09,  1.1790, 2.661, 3.572
  1.25,0.020, 5.536617e+09,  1.1596, 2.747, 3.561
  1.25,0.020, 5.539776e+09,  1.1387, 2.831, 3.553
  1.25,0.020, 5.541983e+09,  1.1179, 2.916, 3.544
  1.25,0.020, 5.543742e+09,  1.0937, 3.001, 3.536
  1.25,0.020, 5.545443e+09,  1.0602, 3.086, 3.528
  1.25,0.020, 5.547163e+09,  1.0112, 3.171, 3.520
  1.00,0.020, 2.279957e+07,  1.0000,-0.163, 3.751
  1.00,0.020, 9.680874e+08,  1.0000,-0.125, 3.755
  1.00,0.020, 2.029104e+09,  1.0000,-0.097, 3.758
  1.00,0.020, 3.043990e+09,  1.0000,-0.067, 3.760
  1.00,0.020, 4.035809e+09,  1.0000,-0.034, 3.763
  1.00,0.020, 4.958432e+09,  1.0000,-0.003, 3.765
  1.00,0.020, 5.857990e+09,  1.0000, 0.029, 3.766
  1.00,0.020, 6.480760e+09,  1.0000, 0.053, 3.766
  1.00,0.020, 7.048404e+09,  1.0000, 0.074, 3.767
  1.00,0.020, 7.422067e+09,  1.0000, 0.088, 3.766
  1.00,0.020, 7.720996e+09,  1.0000, 0.100, 3.766
  1.00,0.020, 9.420374e+09,  1.0000, 0.192, 3.765
  1.00,0.020, 9.844567e+09,  1.0000, 0.220, 3.763
  1.00,0.020, 1.080712e+10,  1.0000, 0.293, 3.755
  1.00,0.020, 1.117944e+10,  1.0000, 0.322, 3.745
  1.00,0.020, 1.138596e+10,  1.0000, 0.329, 3.732
  1.00,0.020, 1.149318e+10,  1.0000, 0.327, 3.721
  1.00,0.020, 1.159201e+10,  1.0000, 0.335, 3.708
  1.00,0.020, 1.163580e+10,  1.0000, 0.349, 3.703
  1.00,0.020, 1.167958e+10,  1.0000, 0.372, 3.698
  1.00,0.020, 1.172967e+10,  0.9999, 0.407, 3.694
  1.00,0.020, 1.181444e+10,  0.9998, 0.489, 3.689
  1.00,0.020, 1.188861e+10,  0.9997, 0.577, 3.685
  1.00,0.020, 1.195219e+10,  0.9995, 0.673, 3.683
  1.00,0.020, 1.200093e+10,  0.9994, 0.764, 3.680
  1.00,0.020, 1.203653e+10,  0.9992, 0.844, 3.678
  1.00,0.020, 1.206705e+10,  0.9990, 0.931, 3.675
  1.00,0.020, 1.209756e+10,  0.9987, 1.026, 3.670
  1.00,0.020, 1.212121e+10,  0.9984, 1.119, 3.665
  1.00,0.020, 1.213913e+10,  0.9981, 1.202, 3.661
  1.00,0.020, 1.215704e+10,  0.9977, 1.295, 3.658
  1.00,0.020, 1.217166e+10,  0.9972, 1.384, 3.652
  1.00,0.020, 1.218794e+10,  0.9964, 1.474, 3.647
  1.00,0.020, 1.221452e+10,  0.9949, 1.566, 3.641
  1.00,0.020, 1.222310e+10,  0.9941, 1.654, 3.637
  1.00,0.020, 1.223084e+10,  0.9931, 1.749, 3.630
  1.00,0.020, 1.223695e+10,  0.9919, 1.835, 3.623
  1.00,0.020, 1.224245e+10,  0.9905, 1.926, 3.618
  1.00,0.020, 1.224700e+10,  0.9889, 2.017, 3.612
  1.00,0.020, 1.225081e+10,  0.9869, 2.107, 3.605
  1.00,0.020, 1.225414e+10,  0.9845, 2.198, 3.599
  1.00,0.020, 1.225695e+10,  0.9817, 2.287, 3.591
  1.00,0.020, 1.225936e+10,  0.9783, 2.378, 3.585
  1.00,0.020, 1.226141e+10,  0.9741, 2.468, 3.578
  1.00,0.020, 1.226320e+10,  0.9689, 2.561, 3.565
  1.00,0.020, 1.226472e+10,  0.9626, 2.649, 3.560
  1.00,0.020, 1.226602e+10,  0.9549, 2.739, 3.552
  1.00,0.020, 1.226715e+10,  0.9454, 2.829, 3.542
  1.00,0.020, 1.226817e+10,  0.9330, 2.920, 3.535
  1.00,0.020, 1.226904e+10,  0.9178, 3.012, 3.527
  1.00,0.020, 1.226981e+10,  0.8982, 3.101, 3.519
  0.90,0.020, 1.046655e+07,  0.9000,-0.394, 3.724
  0.90,0.020, 1.232522e+09,  0.9000,-0.349, 3.725
  0.90,0.020, 2.888492e+09,  0.9000,-0.319, 3.729
  0.90,0.020, 4.503062e+09,  0.9000,-0.286, 3.733
  0.90,0.020, 6.117632e+09,  0.9000,-0.249, 3.737
  0.90,0.020, 7.690804e+09,  0.9000,-0.211, 3.740
  0.90,0.020, 9.222575e+09,  0.9000,-0.170, 3.743
  0.90,0.020, 1.034036e+10,  0.9000,-0.137, 3.745
  0.90,0.020, 1.149953e+10,  0.9000,-0.101, 3.747
  0.90,0.020, 1.225797e+10,  0.9000,-0.076, 3.747
  0.90,0.020, 1.281462e+10,  0.9000,-0.056, 3.748
  0.90,0.020, 1.403919e+10,  0.9000,-0.006, 3.749
  0.90,0.020, 1.550030e+10,  0.9000, 0.071, 3.747
  0.90,0.020, 1.567146e+10,  0.9000, 0.082, 3.747
  0.90,0.020, 1.651472e+10,  0.9000, 0.137, 3.741
  0.90,0.020, 1.717484e+10,  0.9000, 0.183, 3.723
  0.90,0.020, 1.744009e+10,  0.9000, 0.210, 3.704
