
Mo,Zo,Age,Mass,logL,logTe
  9.00,0.001, 1.482702e+05,  9.0000, 3.620, 4.448
  9.00,0.001, 9.405514e+06,  8.9994, 3.706, 4.437
  9.00,0.001, 1.369449e+07,  8.9990, 3.755, 4.433
  9.00,0.001, 1.729375e+07,  8.9985, 3.801, 4.426
  9.00,0.001, 2.024483e+07,  8.9980, 3.846, 4.418
  9.00,0.001, 2.272571e+07,  8.9975, 3.889, 4.407
  9.00,0.001, 2.479683e+07,  8.9970, 3.929, 4.394
  9.00,0.001, 2.608921e+07,  8.9966, 3.957, 4.382
  9.00,0.001, 2.722990e+07,  8.9962, 3.986, 4.369
  9.00,0.001, 2.788185e+07,  8.9960, 4.004, 4.361
  9.00,0.001, 2.830745e+07,  8.9958, 4.018, 4.359
  9.00,0.001, 2.870987e+07,  8.9956, 4.043, 4.379
  9.00,0.001, 2.875140e+07,  8.9956, 4.074, 4.402
  9.00,0.001, 2.876217e+07,  8.9956, 4.039, 4.376
  9.00,0.001, 2.878450e+07,  8.9956, 4.105, 4.301
  9.00,0.001, 2.881258e+07,  8.9955, 4.136, 4.177
  9.00,0.001, 2.882806e+07,  8.9955, 4.134, 4.055
  9.00,0.001, 2.883664e+07,  8.9955, 4.119, 3.933
  9.00,0.001, 2.884167e+07,  8.9955, 4.093, 3.807
  9.00,0.001, 2.884603e+07,  8.9954, 3.997, 3.676
  9.00,0.001, 2.891536e+07,  8.9929, 4.213, 3.642
  9.00,0.001, 2.900494e+07,  8.9897, 4.201, 3.644
  9.00,0.001, 2.931148e+07,  8.9798, 4.176, 3.649
  9.00,0.001, 2.947836e+07,  8.9748, 4.228, 3.683
  9.00,0.001, 2.949204e+07,  8.9745, 4.245, 3.802
  9.00,0.001, 2.958790e+07,  8.9739, 4.243, 3.950
  9.00,0.001, 2.972571e+07,  8.9732, 4.252, 4.004
  9.00,0.001, 2.985253e+07,  8.9728, 4.258, 4.039
  9.00,0.001, 2.998344e+07,  8.9723, 4.263, 4.066
  9.00,0.001, 3.010431e+07,  8.9720, 4.268, 4.087
  9.00,0.001, 3.022639e+07,  8.9716, 4.272, 4.103
  9.00,0.001, 3.034920e+07,  8.9713, 4.276, 4.117
  9.00,0.001, 3.047678e+07,  8.9710, 4.280, 4.129
  9.00,0.001, 3.061540e+07,  8.9706, 4.285, 4.138
  9.00,0.001, 3.073992e+07,  8.9703, 4.288, 4.144
  9.00,0.001, 3.086580e+07,  8.9700, 4.292, 4.149
  9.00,0.001, 3.100036e+07,  8.9696, 4.296, 4.150
  9.00,0.001, 3.113306e+07,  8.9693, 4.300, 4.147
  9.00,0.001, 3.125527e+07,  8.9689, 4.304, 4.138
  9.00,0.001, 3.140498e+07,  8.9685, 4.309, 4.113
  9.00,0.001, 3.145697e+07,  8.9683, 4.310, 4.091
  9.00,0.001, 3.151372e+07,  8.9681, 4.310, 4.039
  9.00,0.001, 3.154917e+07,  8.9679, 4.276, 3.886
  9.00,0.001, 3.156854e+07,  8.9673, 4.249, 3.646
  9.00,0.001, 3.161807e+07,  8.9633, 4.515, 3.627
  9.00,0.001, 3.162932e+07,  8.9620, 4.551, 3.625
  9.00,0.001, 3.163192e+07,  8.9617, 4.557, 3.624
  9.00,0.001, 3.163366e+07,  8.9615, 4.571, 3.623
  9.00,0.001, 3.163528e+07,  8.9613, 4.593, 3.623
  9.00,0.001, 3.163647e+07,  8.9611, 4.599, 3.622
  9.00,0.001, 3.163750e+07,  8.9609, 4.598, 3.622
  7.00,0.001, 3.849927e+05,  7.0000, 3.282, 4.396
  7.00,0.001, 1.486052e+07,  7.0000, 3.365, 4.387
  7.00,0.001, 2.167877e+07,  6.9999, 3.413, 4.382
  7.00,0.001, 2.726243e+07,  6.9999, 3.458, 4.375
  7.00,0.001, 3.193963e+07,  6.9998, 3.502, 4.367
  7.00,0.001, 3.572396e+07,  6.9998, 3.542, 4.357
  7.00,0.001, 3.897278e+07,  6.9997, 3.582, 4.343
  7.00,0.001, 4.097290e+07,  6.9997, 3.610, 4.332
  7.00,0.001, 4.270610e+07,  6.9996, 3.637, 4.320
  7.00,0.001, 4.368430e+07,  6.9996, 3.654, 4.313
  7.00,0.001, 4.436306e+07,  6.9996, 3.667, 4.311
  7.00,0.001, 4.497462e+07,  6.9995, 3.692, 4.330
  7.00,0.001, 4.505329e+07,  6.9995, 3.722, 4.353
  7.00,0.001, 4.507156e+07,  6.9995, 3.694, 4.323
  7.00,0.001, 4.511402e+07,  6.9995, 3.768, 4.259
  7.00,0.001, 4.517522e+07,  6.9995, 3.796, 4.146
  7.00,0.001, 4.520921e+07,  6.9995, 3.790, 4.030
  7.00,0.001, 4.522670e+07,  6.9995, 3.772, 3.919
  7.00,0.001, 4.523718e+07,  6.9995, 3.741, 3.803
  7.00,0.001, 4.524850e+07,  6.9995, 3.643, 3.675
  7.00,0.001, 4.541450e+07,  6.9981, 3.864, 3.654
  7.00,0.001, 4.559924e+07,  6.9966, 3.852, 3.655
  7.00,0.001, 4.593412e+07,  6.9941, 3.836, 3.658
  7.00,0.001, 4.622418e+07,  6.9921, 3.830, 3.662
  7.00,0.001, 4.649171e+07,  6.9905, 3.890, 3.739
  7.00,0.001, 4.673901e+07,  6.9901, 3.905, 3.891
  7.00,0.001, 4.697556e+07,  6.9899, 3.917, 3.943
  7.00,0.001, 4.718637e+07,  6.9897, 3.926, 3.978
  7.00,0.001, 4.740398e+07,  6.9896, 3.934, 4.006
  7.00,0.001, 4.761611e+07,  6.9895, 3.941, 4.028
  7.00,0.001, 4.780601e+07,  6.9894, 3.946, 4.043
  7.00,0.001, 4.801958e+07,  6.9893, 3.952, 4.058
  7.00,0.001, 4.824078e+07,  6.9892, 3.958, 4.070
  7.00,0.001, 4.845231e+07,  6.9891, 3.963, 4.079
  7.00,0.001, 4.869820e+07,  6.9890, 3.969, 4.087
  7.00,0.001, 4.887864e+07,  6.9889, 3.974, 4.090
  7.00,0.001, 4.912793e+07,  6.9888, 3.979, 4.093
  7.00,0.001, 4.931153e+07,  6.9887, 3.984, 4.089
  7.00,0.001, 4.952517e+07,  6.9886, 3.989, 4.079
  7.00,0.001, 4.971284e+07,  6.9885, 3.994, 4.053
  7.00,0.001, 4.979873e+07,  6.9884, 3.995, 4.029
  7.00,0.001, 4.988882e+07,  6.9884, 3.994, 3.970
  7.00,0.001, 4.994384e+07,  6.9883, 3.939, 3.767
  7.00,0.001, 4.995043e+07,  6.9882, 3.878, 3.677
  7.00,0.001, 4.995734e+07,  6.9882, 3.930, 3.659
  7.00,0.001, 5.002348e+07,  6.9871, 4.086, 3.640
  7.00,0.001, 5.004890e+07,  6.9865, 4.139, 3.637
  7.00,0.001, 5.007640e+07,  6.9856, 4.190, 3.633
  7.00,0.001, 5.009983e+07,  6.9847, 4.239, 3.631
  7.00,0.001, 5.011936e+07,  6.9837, 4.291, 3.628
  7.00,0.001, 5.013853e+07,  6.9826, 4.328, 3.626
  5.00,0.001, 1.169978e+06,  5.0000, 2.817, 4.325
  5.00,0.001, 3.018941e+07,  5.0000, 2.897, 4.315
  5.00,0.001, 4.363601e+07,  5.0000, 2.944, 4.310
  5.00,0.001, 5.451174e+07,  5.0000, 2.988, 4.304
  5.00,0.001, 6.354429e+07,  5.0000, 3.029, 4.295
  5.00,0.001, 7.092606e+07,  5.0000, 3.068, 4.284
  5.00,0.001, 7.689269e+07,  5.0000, 3.104, 4.271
  5.00,0.001, 8.067834e+07,  5.0000, 3.129, 4.260
  5.00,0.001, 8.398887e+07,  5.0000, 3.155, 4.248
  5.00,0.001, 8.592554e+07,  5.0000, 3.172, 4.241
  5.00,0.001, 8.715457e+07,  5.0000, 3.184, 4.239
  5.00,0.001, 8.816014e+07,  5.0000, 3.211, 4.262
  5.00,0.001, 8.827634e+07,  5.0000, 3.235, 4.280
  5.00,0.001, 8.829552e+07,  5.0000, 3.207, 4.265
  5.00,0.001, 8.845129e+07,  5.0000, 3.299, 4.185
  5.00,0.001, 8.861662e+07,  5.0000, 3.315, 4.088
  5.00,0.001, 8.870176e+07,  5.0000, 3.303, 3.989
  5.00,0.001, 8.874572e+07,  5.0000, 3.278, 3.893
  5.00,0.001, 8.877280e+07,  5.0000, 3.243, 3.793
  5.00,0.001, 8.880116e+07,  5.0000, 3.151, 3.699
  5.00,0.001, 8.893786e+07,  4.9998, 3.405, 3.664
  5.00,0.001, 8.970117e+07,  4.9985, 3.373, 3.667
  5.00,0.001, 9.045891e+07,  4.9974, 3.357, 3.671
  5.00,0.001, 9.112017e+07,  4.9964, 3.348, 3.674
  5.00,0.001, 9.172730e+07,  4.9956, 3.348, 3.679
  5.00,0.001, 9.226690e+07,  4.9948, 3.367, 3.687
  5.00,0.001, 9.281548e+07,  4.9941, 3.416, 3.756
  5.00,0.001, 9.327936e+07,  4.9936, 3.435, 3.818
  5.00,0.001, 9.380122e+07,  4.9931, 3.451, 3.866
  5.00,0.001, 9.430723e+07,  4.9927, 3.464, 3.900
  5.00,0.001, 9.469862e+07,  4.9924, 3.473, 3.922
  5.00,0.001, 9.521918e+07,  4.9921, 3.484, 3.945
  5.00,0.001, 9.572715e+07,  4.9918, 3.493, 3.963
  5.00,0.001, 9.623443e+07,  4.9915, 3.502, 3.977
  5.00,0.001, 9.682359e+07,  4.9911, 3.512, 3.991
  5.00,0.001, 9.724413e+07,  4.9909, 3.517, 3.994
  5.00,0.001, 9.799163e+07,  4.9904, 3.529, 4.003
  5.00,0.001, 9.836194e+07,  4.9902, 3.534, 4.000
  5.00,0.001, 9.906730e+07,  4.9898, 3.544, 3.992
  5.00,0.001, 9.938276e+07,  4.9896, 3.548, 3.961
  5.00,0.001, 9.953294e+07,  4.9895, 3.548, 3.933
  5.00,0.001, 9.977394e+07,  4.9892, 3.501, 3.721
  5.00,0.001, 9.979122e+07,  4.9891, 3.434, 3.686
  5.00,0.001, 9.979689e+07,  4.9891, 3.415, 3.677
  5.00,0.001, 9.991100e+07,  4.9888, 3.595, 3.657
  5.00,0.001, 9.998785e+07,  4.9885, 3.686, 3.650
  5.00,0.001, 1.000583e+08,  4.9880, 3.777, 3.644
  5.00,0.001, 1.001159e+08,  4.9875, 3.867, 3.638
  5.00,0.001, 1.001582e+08,  4.9870, 3.950, 3.632
  5.00,0.001, 1.001920e+08,  4.9865, 4.035, 3.626
  5.00,0.001, 1.002186e+08,  4.9859, 4.124, 3.621
  4.00,0.001, 9.999810e+05,  4.0000, 2.492, 4.276
  4.00,0.001, 4.928631e+07,  4.0000, 2.573, 4.264
  4.00,0.001, 7.117331e+07,  4.0000, 2.619, 4.259
  4.00,0.001, 8.920200e+07,  4.0000, 2.662, 4.252
  4.00,0.001, 1.040484e+08,  4.0000, 2.703, 4.244
  4.00,0.001, 1.159911e+08,  4.0000, 2.742, 4.233
  4.00,0.001, 1.258773e+08,  4.0000, 2.777, 4.219
  4.00,0.001, 1.319989e+08,  4.0000, 2.802, 4.208
  4.00,0.001, 1.369959e+08,  4.0000, 2.824, 4.196
  4.00,0.001, 1.401179e+08,  4.0000, 2.840, 4.189
  4.00,0.001, 1.421619e+08,  4.0000, 2.853, 4.188
  4.00,0.001, 1.436994e+08,  4.0000, 2.873, 4.203
  4.00,0.001, 1.440681e+08,  4.0000, 2.898, 4.228
  4.00,0.001, 1.440914e+08,  4.0000, 2.876, 4.217
  4.00,0.001, 1.443979e+08,  4.0000, 2.966, 4.144
  4.00,0.001, 1.447306e+08,  4.0000, 2.979, 4.057
  4.00,0.001, 1.448966e+08,  4.0000, 2.966, 3.970
  4.00,0.001, 1.449886e+08,  4.0000, 2.937, 3.880
  4.00,0.001, 1.450407e+08,  4.0000, 2.902, 3.796
  4.00,0.001, 1.451099e+08,  4.0000, 2.810, 3.707
  4.00,0.001, 1.460796e+08,  3.9993, 3.073, 3.676
  4.00,0.001, 1.468672e+08,  3.9988, 3.058, 3.678
  4.00,0.001, 1.483201e+08,  3.9979, 3.036, 3.680
  4.00,0.001, 1.495589e+08,  3.9972, 3.023, 3.682
  4.00,0.001, 1.506391e+08,  3.9967, 3.016, 3.685
  4.00,0.001, 1.516249e+08,  3.9961, 3.017, 3.689
  4.00,0.001, 1.525836e+08,  3.9956, 3.031, 3.696
  4.00,0.001, 1.534086e+08,  3.9952, 3.070, 3.715
  4.00,0.001, 1.543192e+08,  3.9947, 3.100, 3.758
  4.00,0.001, 1.550446e+08,  3.9943, 3.118, 3.799
  4.00,0.001, 1.559441e+08,  3.9940, 3.134, 3.837
  4.00,0.001, 1.569579e+08,  3.9936, 3.151, 3.870
  4.00,0.001, 1.577921e+08,  3.9933, 3.163, 3.892
  4.00,0.001, 1.588629e+08,  3.9929, 3.176, 3.913
  4.00,0.001, 1.602263e+08,  3.9925, 3.192, 3.932
  4.00,0.001, 1.608323e+08,  3.9923, 3.198, 3.938
  4.00,0.001, 1.618644e+08,  3.9920, 3.209, 3.944
  4.00,0.001, 1.626025e+08,  3.9918, 3.216, 3.942
  4.00,0.001, 1.639345e+08,  3.9913, 3.227, 3.934
  4.00,0.001, 1.644337e+08,  3.9911, 3.229, 3.900
  4.00,0.001, 1.646526e+08,  3.9910, 3.229, 3.871
  4.00,0.001, 1.649130e+08,  3.9909, 3.217, 3.790
  4.00,0.001, 1.650642e+08,  3.9908, 3.121, 3.685
  4.00,0.001, 1.650890e+08,  3.9908, 3.223, 3.670
  4.00,0.001, 1.653468e+08,  3.9904, 3.337, 3.660
  4.00,0.001, 1.654916e+08,  3.9901, 3.451, 3.654
  4.00,0.001, 1.656119e+08,  3.9897, 3.568, 3.647
  4.00,0.001, 1.657171e+08,  3.9891, 3.699, 3.637
  4.00,0.001, 1.657772e+08,  3.9885, 3.809, 3.628
  4.00,0.001, 1.658223e+08,  3.9879, 3.913, 3.622
  4.00,0.001, 1.658614e+08,  3.9872, 4.024, 3.614
  3.00,0.001, 1.185418e+06,  3.0000, 2.057, 4.207
  3.00,0.001, 1.008687e+08,  3.0000, 2.136, 4.193
  3.00,0.001, 1.466258e+08,  3.0000, 2.183, 4.189
  3.00,0.001, 1.824292e+08,  3.0000, 2.225, 4.182
  3.00,0.001, 2.119194e+08,  3.0000, 2.266, 4.173
  3.00,0.001, 2.359480e+08,  3.0000, 2.304, 4.162
  3.00,0.001, 2.552098e+08,  3.0000, 2.338, 4.148
  3.00,0.001, 2.671034e+08,  3.0000, 2.360, 4.137
  3.00,0.001, 2.774870e+08,  3.0000, 2.382, 4.124
  3.00,0.001, 2.830091e+08,  3.0000, 2.396, 4.117
  3.00,0.001, 2.869988e+08,  3.0000, 2.409, 4.116
  3.00,0.001, 2.900022e+08,  3.0000, 2.431, 4.131
  3.00,0.001, 2.907975e+08,  3.0000, 2.450, 4.155
  3.00,0.001, 2.908357e+08,  3.0000, 2.439, 4.146
  3.00,0.001, 2.915575e+08,  3.0000, 2.523, 4.084
  3.00,0.001, 2.924515e+08,  3.0000, 2.532, 4.011
  3.00,0.001, 2.928807e+08,  3.0000, 2.515, 3.936
  3.00,0.001, 2.930981e+08,  3.0000, 2.486, 3.865
  3.00,0.001, 2.932396e+08,  3.0000, 2.448, 3.792
  3.00,0.001, 2.934684e+08,  3.0000, 2.350, 3.719
  3.00,0.001, 2.943622e+08,  2.9999, 2.738, 3.680
  3.00,0.001, 2.980782e+08,  2.9990, 2.645, 3.687
  3.00,0.001, 3.012093e+08,  2.9985, 2.613, 3.691
  3.00,0.001, 3.039609e+08,  2.9980, 2.589, 3.694
  3.00,0.001, 3.063756e+08,  2.9977, 2.574, 3.697
  3.00,0.001, 3.086012e+08,  2.9973, 2.568, 3.700
  3.00,0.001, 3.108479e+08,  2.9970, 2.571, 3.703
  3.00,0.001, 3.126785e+08,  2.9968, 2.585, 3.707
  3.00,0.001, 3.147268e+08,  2.9965, 2.612, 3.715
  3.00,0.001, 3.162087e+08,  2.9962, 2.641, 3.728
  3.00,0.001, 3.182605e+08,  2.9959, 2.671, 3.743
  3.00,0.001, 3.203067e+08,  2.9956, 2.694, 3.771
  3.00,0.001, 3.240576e+08,  2.9950, 2.728, 3.816
  3.00,0.001, 3.253426e+08,  2.9948, 2.737, 3.829
  3.00,0.001, 3.275906e+08,  2.9945, 2.753, 3.846
  3.00,0.001, 3.304313e+08,  2.9941, 2.770, 3.859
  3.00,0.001, 3.316063e+08,  2.9940, 2.777, 3.861
  3.00,0.001, 3.331347e+08,  2.9937, 2.784, 3.859
  3.00,0.001, 3.345935e+08,  2.9935, 2.790, 3.847
  3.00,0.001, 3.384436e+08,  2.9929, 2.803, 3.807
  3.00,0.001, 3.388530e+08,  2.9928, 2.797, 3.770
  3.00,0.001, 3.392807e+08,  2.9927, 2.775, 3.725
  3.00,0.001, 3.395953e+08,  2.9926, 2.737, 3.689
  3.00,0.001, 3.402144e+08,  2.9924, 2.881, 3.677
  3.00,0.001, 3.404429e+08,  2.9923, 3.032, 3.665
  3.00,0.001, 3.407286e+08,  2.9919, 3.197, 3.655
  3.00,0.001, 3.409222e+08,  2.9915, 3.344, 3.646
  3.00,0.001, 3.410873e+08,  2.9909, 3.515, 3.633
  3.00,0.001, 3.411802e+08,  2.9903, 3.665, 3.622
  3.00,0.001, 3.412473e+08,  2.9895, 3.811, 3.612
  3.00,0.001, 3.413019e+08,  2.9883, 3.965, 3.603
  2.50,0.001, 1.479972e+07,  2.5000, 1.773, 4.151
  2.50,0.001, 1.676288e+08,  2.5000, 1.846, 4.144
  2.50,0.001, 2.443298e+08,  2.5000, 1.892, 4.141
  2.50,0.001, 3.064744e+08,  2.5000, 1.936, 4.135
  2.50,0.001, 3.553335e+08,  2.5000, 1.976, 4.127
  2.50,0.001, 3.941340e+08,  2.5000, 2.013, 4.116
  2.50,0.001, 4.258268e+08,  2.5000, 2.047, 4.102
  2.50,0.001, 4.450355e+08,  2.5000, 2.070, 4.091
  2.50,0.001, 4.605584e+08,  2.5000, 2.089, 4.078
  2.50,0.001, 4.698934e+08,  2.5000, 2.103, 4.071
  2.50,0.001, 4.765345e+08,  2.5000, 2.116, 4.069
  2.50,0.001, 4.811833e+08,  2.5000, 2.140, 4.085
  2.50,0.001, 4.823323e+08,  2.5000, 2.158, 4.108
  2.50,0.001, 4.823815e+08,  2.5000, 2.152, 4.101
  2.50,0.001, 4.835840e+08,  2.5000, 2.230, 4.047
  2.50,0.001, 4.852889e+08,  2.5000, 2.240, 3.982
  2.50,0.001, 4.860682e+08,  2.5000, 2.227, 3.918
  2.50,0.001, 4.865183e+08,  2.5000, 2.199, 3.852
  2.50,0.001, 4.867819e+08,  2.5000, 2.163, 3.792
  2.50,0.001, 4.872542e+08,  2.5000, 2.046, 3.728
  2.50,0.001, 4.895761e+08,  2.4998, 2.548, 3.682
  2.50,0.001, 4.964099e+08,  2.4991, 2.368, 3.696
  2.50,0.001, 5.016968e+08,  2.4987, 2.310, 3.701
  2.50,0.001, 5.065513e+08,  2.4984, 2.267, 3.705
  2.50,0.001, 5.104292e+08,  2.4982, 2.246, 3.709
  2.50,0.001, 5.140710e+08,  2.4980, 2.241, 3.714
  2.50,0.001, 5.175170e+08,  2.4978, 2.258, 3.720
  2.50,0.001, 5.218717e+08,  2.4975, 2.309, 3.731
  2.50,0.001, 5.246593e+08,  2.4974, 2.346, 3.742
  2.50,0.001, 5.274469e+08,  2.4972, 2.376, 3.759
  2.50,0.001, 5.310310e+08,  2.4970, 2.408, 3.795
  2.50,0.001, 5.373343e+08,  2.4966, 2.439, 3.816
  2.50,0.001, 5.398081e+08,  2.4964, 2.448, 3.817
  2.50,0.001, 5.432880e+08,  2.4962, 2.462, 3.818
  2.50,0.001, 5.472385e+08,  2.4959, 2.476, 3.817
  2.50,0.001, 5.496681e+08,  2.4957, 2.484, 3.816
  2.50,0.001, 5.519704e+08,  2.4955, 2.491, 3.811
  2.50,0.001, 5.568778e+08,  2.4951, 2.506, 3.799
  2.50,0.001, 5.594382e+08,  2.4949, 2.511, 3.781
  2.50,0.001, 5.611921e+08,  2.4947, 2.506, 3.750
  2.50,0.001, 5.619832e+08,  2.4946, 2.497, 3.735
  2.50,0.001, 5.628375e+08,  2.4945, 2.466, 3.717
  2.50,0.001, 5.687334e+08,  2.4939, 2.510, 3.694
  2.50,0.001, 5.693987e+08,  2.4937, 2.621, 3.684
  2.50,0.001, 5.698348e+08,  2.4936, 2.751, 3.675
  2.50,0.001, 5.700092e+08,  2.4935, 2.879, 3.666
  2.50,0.001, 5.702271e+08,  2.4934, 3.009, 3.658
  2.50,0.001, 5.704452e+08,  2.4931, 3.140, 3.651
  2.50,0.001, 5.705978e+08,  2.4928, 3.269, 3.642
  2.50,0.001, 5.707286e+08,  2.4923, 3.410, 3.628
  2.50,0.001, 5.708210e+08,  2.4918, 3.526, 3.621
  2.00,0.001, 1.899964e+07,  2.0000, 1.411, 4.086
  2.00,0.001, 2.799695e+08,  2.0000, 1.485, 4.081
  2.00,0.001, 4.085626e+08,  2.0000, 1.530, 4.078
  2.00,0.001, 5.171992e+08,  2.0000, 1.571, 4.071
  2.00,0.001, 6.156308e+08,  2.0000, 1.610, 4.064
  2.00,0.001, 6.927356e+08,  2.0000, 1.647, 4.055
  2.00,0.001, 7.526657e+08,  2.0000, 1.680, 4.043
  2.00,0.001, 7.879546e+08,  2.0000, 1.701, 4.031
  2.00,0.001, 8.170119e+08,  2.0000, 1.721, 4.019
  2.00,0.001, 8.335772e+08,  2.0000, 1.734, 4.013
  2.00,0.001, 8.450175e+08,  2.0000, 1.747, 4.011
  2.00,0.001, 8.532568e+08,  2.0000, 1.771, 4.026
  2.00,0.001, 8.556338e+08,  2.0000, 1.794, 4.050
  2.00,0.001, 8.556767e+08,  2.0000, 1.792, 4.046
  2.00,0.001, 8.581326e+08,  2.0000, 1.865, 3.999
  2.00,0.001, 8.621702e+08,  2.0000, 1.876, 3.945
  2.00,0.001, 8.640338e+08,  2.0000, 1.866, 3.892
  2.00,0.001, 8.650691e+08,  2.0000, 1.846, 3.841
  2.00,0.001, 8.659077e+08,  2.0000, 1.807, 3.786
  2.00,0.001, 8.672774e+08,  2.0000, 1.688, 3.737
  2.00,0.001, 8.777339e+08,  1.9994, 2.471, 3.678
  2.00,0.001, 8.887159e+08,  1.9991, 1.890, 3.714
  2.00,0.001, 8.978643e+08,  1.9989, 1.807, 3.724
  2.00,0.001, 9.081020e+08,  1.9988, 1.850, 3.736
  2.00,0.001, 9.166761e+08,  1.9987, 1.867, 3.735
  2.00,0.001, 9.265747e+08,  1.9985, 1.893, 3.736
  2.00,0.001, 9.339714e+08,  1.9984, 1.913, 3.737
  2.00,0.001, 9.450665e+08,  1.9981, 1.943, 3.738
  2.00,0.001, 9.506141e+08,  1.9980, 1.959, 3.738
  2.00,0.001, 9.556068e+08,  1.9979, 1.970, 3.738
  2.00,0.001, 9.640947e+08,  1.9977, 1.995, 3.739
  2.00,0.001, 9.694388e+08,  1.9976, 2.010, 3.739
  2.00,0.001, 9.801270e+08,  1.9973, 2.041, 3.741
  2.00,0.001, 9.827992e+08,  1.9972, 2.047, 3.741
  2.00,0.001, 9.881433e+08,  1.9970, 2.060, 3.740
  2.00,0.001, 9.961595e+08,  1.9968, 2.080, 3.740
  2.00,0.001, 9.988316e+08,  1.9967, 2.085, 3.740
  2.00,0.001, 1.006841e+09,  1.9964, 2.103, 3.738
  2.00,0.001, 1.010220e+09,  1.9963, 2.100, 3.734
  2.00,0.001, 1.013598e+09,  1.9962, 2.093, 3.727
  2.00,0.001, 1.015768e+09,  1.9961, 2.086, 3.723
  2.00,0.001, 1.017511e+09,  1.9960, 2.078, 3.716
  2.00,0.001, 1.018383e+09,  1.9960, 2.141, 3.704
  2.00,0.001, 1.018601e+09,  1.9960, 2.257, 3.696
  2.00,0.001, 1.024386e+09,  1.9955, 2.362, 3.686
  2.00,0.001, 1.025661e+09,  1.9954, 2.495, 3.679
  2.00,0.001, 1.026389e+09,  1.9952, 2.620, 3.671
  2.00,0.001, 1.026889e+09,  1.9950, 2.723, 3.665
  2.00,0.001, 1.027322e+09,  1.9948, 2.836, 3.658
  2.00,0.001, 1.027658e+09,  1.9945, 2.955, 3.650
  2.00,0.001, 1.027951e+09,  1.9941, 3.078, 3.642
  1.70,0.001, 1.169978e+07,  1.7000, 1.136, 4.029
  1.70,0.001, 4.247494e+08,  1.7000, 1.211, 4.029
  1.70,0.001, 6.259980e+08,  1.7000, 1.256, 4.028
  1.70,0.001, 7.958036e+08,  1.7000, 1.298, 4.024
  1.70,0.001, 9.365459e+08,  1.7000, 1.338, 4.019
  1.70,0.001, 1.061260e+09,  1.7000, 1.371, 4.007
  1.70,0.001, 1.164825e+09,  1.7000, 1.405, 3.997
  1.70,0.001, 1.222793e+09,  1.7000, 1.426, 3.987
  1.70,0.001, 1.270065e+09,  1.7000, 1.445, 3.975
  1.70,0.001, 1.296510e+09,  1.7000, 1.458, 3.969
  1.70,0.001, 1.315316e+09,  1.7000, 1.472, 3.968
  1.70,0.001, 1.327586e+09,  1.7000, 1.495, 3.982
  1.70,0.001, 1.331797e+09,  1.7000, 1.527, 4.005
  1.70,0.001, 1.332179e+09,  1.7000, 1.555, 3.994
  1.70,0.001, 1.336529e+09,  1.7000, 1.593, 3.963
  1.70,0.001, 1.344910e+09,  1.7000, 1.607, 3.917
  1.70,0.001, 1.348695e+09,  1.7000, 1.603, 3.871
  1.70,0.001, 1.350996e+09,  1.7000, 1.586, 3.823
  1.70,0.001, 1.352836e+09,  1.7000, 1.551, 3.783
  1.70,0.001, 1.356340e+09,  1.7000, 1.437, 3.738
  1.70,0.001, 1.357461e+09,  1.7000, 1.461, 3.730
  1.70,0.001, 1.359141e+09,  1.7000, 1.508, 3.721
  1.70,0.001, 1.360357e+09,  1.7000, 1.548, 3.718
  1.70,0.001, 1.361572e+09,  1.7000, 1.588, 3.716
  1.70,0.001, 1.362787e+09,  1.7000, 1.626, 3.712
  1.70,0.001, 1.364002e+09,  1.7000, 1.666, 3.711
  1.70,0.001, 1.364812e+09,  1.6999, 1.692, 3.710
  1.70,0.001, 1.366108e+09,  1.6999, 1.733, 3.708
  1.70,0.001, 1.367664e+09,  1.6999, 1.780, 3.705
  1.70,0.001, 1.368830e+09,  1.6999, 1.815, 3.704
  1.70,0.001, 1.369997e+09,  1.6999, 1.848, 3.703
  1.70,0.001, 1.371455e+09,  1.6998, 1.893, 3.702
  1.70,0.001, 1.372622e+09,  1.6998, 1.931, 3.700
  1.70,0.001, 1.373788e+09,  1.6998, 1.964, 3.698
  1.70,0.001, 1.375153e+09,  1.6997, 2.004, 3.695
  1.70,0.001, 1.376460e+09,  1.6997, 2.045, 3.691
  1.70,0.001, 1.377580e+09,  1.6996, 2.079, 3.689
  1.70,0.001, 1.379072e+09,  1.6995, 2.122, 3.687
  1.70,0.001, 1.380150e+09,  1.6995, 2.157, 3.685
  1.70,0.001, 1.381459e+09,  1.6994, 2.195, 3.682
  1.70,0.001, 1.382742e+09,  1.6993, 2.234, 3.680
  1.70,0.001, 1.383940e+09,  1.6992, 2.276, 3.679
  1.70,0.001, 1.385306e+09,  1.6990, 2.314, 3.677
  1.70,0.001, 1.386442e+09,  1.6989, 2.353, 3.675
  1.70,0.001, 1.387945e+09,  1.6987, 2.390, 3.673
  1.70,0.001, 1.389497e+09,  1.6984, 2.427, 3.671
  1.70,0.001, 1.395788e+09,  1.6974, 2.466, 3.669
  1.70,0.001, 1.396587e+09,  1.6972, 2.505, 3.667
  1.70,0.001, 1.397452e+09,  1.6970, 2.543, 3.665
  1.70,0.001, 1.398247e+09,  1.6968, 2.583, 3.662
  1.70,0.001, 1.399035e+09,  1.6965, 2.621, 3.659
  1.50,0.001, 2.376955e+07,  1.5000, 0.916, 3.981
  1.50,0.001, 5.775784e+08,  1.5000, 0.995, 3.987
  1.50,0.001, 8.481812e+08,  1.5000, 1.041, 3.987
